"Lon","Lat","region"
3.875,60.875,"NorthSea.EwE"
3.875,60.875,"NorthSea.IBTS"
4.125,60.875,"NorthSea.EwE"
4.125,60.875,"NorthSea.IBTS"
4.375,60.875,"NorthSea.EwE"
4.375,60.875,"NorthSea.IBTS"
4.625,60.875,"NorthSea.EwE"
4.625,60.875,"NorthSea.IBTS"
5.375,60.875,"NorthSea.EwE"
5.375,60.875,"NorthSea.IBTS"
17.375,60.875,"Baltic.Sea"
17.625,60.875,"Baltic.Sea"
17.875,60.875,"Baltic.Sea"
18.125,60.875,"Baltic.Sea"
18.375,60.875,"Baltic.Sea"
18.625,60.875,"Baltic.Sea"
18.875,60.875,"Baltic.Sea"
19.125,60.875,"Baltic.Sea"
19.375,60.875,"Baltic.Sea"
19.625,60.875,"Baltic.Sea"
19.875,60.875,"Baltic.Sea"
20.125,60.875,"Baltic.Sea"
20.375,60.875,"Baltic.Sea"
20.625,60.875,"Baltic.Sea"
20.875,60.875,"Baltic.Sea"
21.125,60.875,"Baltic.Sea"
-178.625,60.625,"East.Bearing.Sea.shelf"
-178.375,60.625,"East.Bearing.Sea.shelf"
-178.125,60.625,"East.Bearing.Sea.shelf"
-177.875,60.625,"East.Bearing.Sea.shelf"
-177.625,60.625,"East.Bearing.Sea.shelf"
-177.375,60.625,"East.Bearing.Sea.shelf"
-177.125,60.625,"East.Bearing.Sea.shelf"
-176.875,60.625,"East.Bearing.Sea.shelf"
-176.625,60.625,"East.Bearing.Sea.shelf"
-176.375,60.625,"East.Bearing.Sea.shelf"
-176.125,60.625,"East.Bearing.Sea.shelf"
-175.875,60.625,"East.Bearing.Sea.shelf"
-175.625,60.625,"East.Bearing.Sea.shelf"
-175.375,60.625,"East.Bearing.Sea.shelf"
-175.125,60.625,"East.Bearing.Sea.shelf"
-174.875,60.625,"East.Bearing.Sea.shelf"
-174.625,60.625,"East.Bearing.Sea.shelf"
-174.375,60.625,"East.Bearing.Sea.shelf"
-174.125,60.625,"East.Bearing.Sea.shelf"
-173.875,60.625,"East.Bearing.Sea.shelf"
-173.625,60.625,"East.Bearing.Sea.shelf"
-173.375,60.625,"East.Bearing.Sea.shelf"
-173.125,60.625,"East.Bearing.Sea.shelf"
-172.875,60.625,"East.Bearing.Sea.shelf"
-172.625,60.625,"East.Bearing.Sea.shelf"
-172.375,60.625,"East.Bearing.Sea.shelf"
-172.125,60.625,"East.Bearing.Sea.shelf"
-171.875,60.625,"East.Bearing.Sea.shelf"
